Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads,Subtitle,Podcast Parent,Collection Ids
194,The Gray Man,The Gray Man,Gray Man (book 1),1,"Court Gentry is known as The Gray Man—a legend in the covert realm, moving silently from job to job, accomplishing the impossible, and then fading away....",Mark Greaney,Jay Snyder,"Espionage, Political","Mystery, Thriller & Suspense > Thriller & Suspense","Mystery, Thriller & Suspense",Thriller & Suspense,"11h 11m ",Finished,2010-08-30,Audible Studios,,4.2,1,,Unabridged Audiobook,English,available,,,,,,,B004FT8PTA,,,"<p><b>Now a Netflix film starring Ryan Gosling, Chris Evans, and Ana de Armas</b></p> <p>The first Gray Man novel from number one <i>New York Times</i> best-selling author Mark Greaney.&nbsp;&nbsp;</p> <p>To those who lurk in the shadows, he’s known as the Gray Man. He is a legend in the covert realm, moving silently from job to job, accomplishing the impossible and then fading away. And he always hits his target. Always.&nbsp;&nbsp;</p> <p>But there are forces more lethal than Gentry in the world. Forces like money. And power. And there are men who hold these as the only currency worth fighting for. In their eyes, Gentry has just outlived his usefulness.&nbsp;&nbsp;&nbsp;</p> <p>But Court Gentry is going to prove that, for him, there’s no gray area between killing for a living and killing to stay alive....&nbsp;&nbsp;</p> <p>Get ready for white-knuckled listening. Greaney's debut novel introduces the enigmatic and elusive Court Gentry, a former CIA operative and a legendary hired gun. With a terrifying ability to vaporize targets and a strict moral code, he stalks the gray margins of the world, moving silently from job to job, accomplishing the impossible, then fading away. When his government and former employers turn on him, there is no safehouse to run to, no way to lie low. In a constant state of escape and pursuit, Gentry tears through the Middle East and Europe in a riveting life-or-death race against time.&nbsp;</p>","On Target, Armored, Sacrifice, The Equalizer, The Lincoln Lawyer, The Terminal List, Rogue Lawyer, The Dentist, Killing Floor, Cold Barrel Zero, Buy a Bullet, Against All Enemies, The Import, Patriot Games, Straight Shot, American Assassin, The Lions of Lucerne, The Bone Farm",https://audible.co.uk/pd/B004FT8PTA?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/002365/bk_adbl_002365_sample.mp3,https://www.audible.com/webplayer?asin=B004FT8PTA,https://m.media-amazon.com/images/I/41N8g0ImD9L._SL500_.jpg,https://www.goodreads.com/search?q=Mark%20Greaney%20-%20The%20Gray%20Man,,,
193,The Three-Body Problem,The Three-Body Problem,The Three-Body Problem Series (book 1),1,"Set against the backdrop of China's Cultural Revolution, a secret military project sends signals into space to establish contact with aliens....",Cixin Liu,Bruno Roubicek,,,,,14h 37m,,,,,,,,,,,,,,,true,true,B01577HN7S,,,,,https://audible.co.uk/pd/B01577HN7S?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B01577HN7S,https://m.media-amazon.com/images/I/518NfKo+MWS._SL500_.jpg,https://www.goodreads.com/search?q=Cixin%20Liu%20-%20The%20Three-Body%20Problem,,,
192,"Homeland: Legend of Drizzt: Dark Elf Trilogy, Book 1",Homeland,Legend of Drizzt (book 1),1,"This stunning new release of the classic R.A. Salvatore novel recounts the origins of Salvatore's signature dark elf character, Drizzt Do'Urden....",R. A. Salvatore,Victor Bevine,"Action & Adventure, Dragons & Mythical Creatures, Epic",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,10h 48m,,2013-03-26,Audible Studios,,4.6,1,,Unabridged Audiobook,English,available,,,,,,,B00BW5U8UO,,,"<p>This stunning new release of the classic R.A. Salvatore novel recounts the origins of Salvatore's signature dark elf character, Drizzt Do'Urden. This title kicks off The Legend of Drizzt series, which will showcase the classic dark elf novels in these new audiobook editions. </p>","Exile, Elminster: The Making of a Mage, Dungeons & Dragons: Honor Among Thieves: The Road to Neverwinter, Canticle, Dragons of Autumn Twilight, The Blade Itself, Trollslayer, The Solar War, Harry Potter and the Philosopher's Stone, Book 1, The Demon Awakens (Dramatized Adaptation), I, Strahd: The Memoirs of a Vampire, Black Talon, Blood of Asaheim, The Kagonesti, The Queen of Stone, The Name of the Wind, A Knight of the Seven Kingdoms, Dissolution",https://audible.co.uk/pd/B00BW5U8UO?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/006643/bk_adbl_006643_sample.mp3,https://www.audible.com/webplayer?asin=B00BW5U8UO,https://m.media-amazon.com/images/I/519ezwnktFL._SL500_.jpg,https://www.goodreads.com/search?q=R.%20A.%20Salvatore%20-%20Homeland,"Legend of Drizzt: Dark Elf Trilogy, Book 1",,
191,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,How to Talk to Anyone,,,"What is that magic quality that makes some people instantly loved and respected? Everyone wants to be their friend (or, if single, their lover!)....",Leil Lowndes,"Joyce Bean, Leil Lowndes","Business Communication, Communication & Social Skills, Relationships",Business & Careers > Career Success,Business & Careers,Career Success,8h 59m,,2015-09-01,Brilliance Audio,,4,1,,Unabridged Audiobook,English,available,,,,,,,B013F6DLOC,,,"<p><i>""You'll not only break the ice, you'll melt it away with your new skills.""</i> -Larry King</p> <p><i>""The lost art of verbal communication may be revitalized by Leil Lowndes.""</i> -Harvey McKay, author of <i>How to Swim with the Sharks Without Being Eaten Alive</i></p> <p>What is that magic quality that makes some people instantly loved and respected? Everyone wants to be their friend (or, if single, their lover). In business, they rise swiftly to the top of the corporate ladder. What is their “Midas touch?”</p> <p>What it boils down to is a more skillful way of dealing with people.</p> <p>The author has spent her career teaching people how to communicate for success. In her book <i>How to Talk to Anyone</i>, Lowndes offers 92 easy and effective sure-fire success techniques - she takes the listener from first meeting all the way up to sophisticated techniques used by the big winners in life. In this information-packed audiobook you’ll find:</p> <ul> <li>9 ways to make a dynamite first impression</li> <li>14 ways to master small talk, “big talk,” and body language</li> <li>14 ways to walk and talk like a VIP or celebrity</li> <li>6 ways to sound like an insider in any crowd</li> <li>7 ways to establish deep subliminal rapport with anyone</li> <li>9 ways to feed someone’s ego (and know when NOT to!)</li> <li>11 ways to make your phone a powerful communications tool</li> <li>15 ways to work a party like a politician works a room</li> <li>7 ways to talk with tigers and not get eaten alive</li> </ul> <p>In her trademark entertaining and straight-shooting style, Leil gives the techniques catchy names so you’ll remember them when you really need them, including: “Rubberneck the Room,” “Be a Copyclass,” “Come Hither Hands,” “Bare Their Hot Button,” “The Great Scorecard in the Sky,” and “Play the Tombstone Game,” for big success in your social life, romance, and business.</p> <p><i>How to Talk to Anyone</i>, which is an update of her popular book, <i>Talking the Winner's Way</i> (see the 5-star reviews of the latter) is based on solid research about techniques that work!</p> <p>By the way, don't confuse <i>How to Talk to Anyone</i> with one of Leil's previous books, <i>How to Talk to Anybody About Anything</i>. This one is completely different!</p>","The 5 AM Club, How to Win Friends & Influence People, Atomic Habits, The Diary of a CEO, 12 Rules for Life, Rich Dad Poor Dad, The Fitness Mindset, The 7 Habits of Highly Effective People, Goodbye to Shy, This Is Marketing, Designing Your Life, Make Your Bed, Get Out of Your Own Way, The Charisma Myth, How to Talk to Anyone at Work, Would It Kill You to Stop Doing That?, You Get What You Pitch For, Improve Your Social Skills",https://audible.co.uk/pd/B013F6DLOC?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/brll/007341/bk_brll_007341_sample.mp3,https://www.audible.com/webplayer?asin=B013F6DLOC,https://m.media-amazon.com/images/I/51hAGh15bTL._SL500_.jpg,https://www.goodreads.com/search?q=Leil%20Lowndes%20-%20How%20to%20Talk%20to%20Anyone,92 Little Tricks for Big Success in Relationships,,
190,Misbehaving: The Making of Behavioral Economics,Misbehaving,,,"Richard H. Thaler has spent his career studying the radical notion that the central agents in the economy are humans - predictable, error-prone individuals....",Richard H. Thaler,L. J. Ganser,"Consumer Behavior & Market Research, Psychology, Economic History",Business & Careers > Marketing & Sales,Business & Careers,Marketing & Sales,13h 35m,,2015-05-18,Audible Studios,,4.5,1,,Unabridged Audiobook,English,available,,,,,,,B00VQTLR60,,,"<p><b>Get ready to change the way you think about economics. </b></p> <p>Richard H. Thaler has spent his career studying the radical notion that the central agents in the economy are humans - predictable, error-prone individuals. <i>Misbehaving</i> is his arresting, frequently hilarious account of the struggle to bring an academic discipline back down to earth - and change the way we think about economics, ourselves, and our world. </p> <p>Traditional economics assumes rational actors. Early in his research, Thaler realized these Spock-like automatons were nothing like real people. Whether buying a clock radio, selling basketball tickets, or applying for a mortgage, we all succumb to biases and make decisions that deviate from the standards of rationality assumed by economists. In other words we misbehave. More importantly, our misbehavior has serious consequences. Dismissed at first by economists as an amusing sideshow, the study of human miscalculations and their effects on markets now drives efforts to make better decisions in our lives, our businesses, and our governments. </p> <p>Coupling recent discoveries in human psychology with a practical understanding of incentives and market behavior, Thaler enlightens listeners about how to make smarter decisions in an increasingly mystifying world. He reveals how behavioral economic analysis opens up new ways to look at everything from household finance to assigning faculty offices in a new building, to TV game shows, the NFL draft, and businesses like Uber. </p> <p>Laced with antic stories of Thaler's spirited battles with the bastions of traditional economic thinking, <i>Misbehaving</i> is a singular look into profound human foibles. When economics meets psychology, the implications for individuals, managers, and policy makers are both profound and entertaining. </p> <p><b>PLEASE NOTE: When you purchase this title, the accompanying reference material will be available in your My Library section along with the audio.</b></p>","The House of Morgan, The Art of Thinking Clearly, The Dip, Bad Pharma, Tribes, The Money Formula, The Ponzi Factor, Nudge: The Final Edition, Capital in the Twenty-First Century, Everybody Lies, The Origins of Political Order: From Prehuman Times to the French Revolution, Predictably Irrational, Foundations of Economic Prosperity, Gravitas, Nudge, The End of Bias, Maybe You Should Talk to Someone, The Great Mental Models, Volume 2",https://audible.co.uk/pd/B00VQTLR60?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/022796/bk_adbl_022796_sample.mp3,https://www.audible.com/webplayer?asin=B00VQTLR60,https://m.media-amazon.com/images/I/51LsfuzFU7L._SL500_.jpg,https://www.goodreads.com/search?q=Richard%20H.%20Thaler%20-%20Misbehaving,The Making of Behavioral Economics,,
189,The Chalk Man,The Chalk Man,,,"None of us ever agreed on the exact beginning. Was it when we started drawing the chalk figures, or when they started to appear on their own? Was it the terrible accident? Find out....",C J Tudor,"Andrew Scott, Asa Butterfield","Coming of Age, Psychological, Small Town & Rural, Horror, Mystery, Thriller & Suspense, Mystery, Crime Thrillers, Supernatural, Suspense",Literature & Fiction > Genre Fiction,Literature & Fiction,Genre Fiction,8h 40m,,2018-01-11,Penguin Audio,,4.2,1,,Unabridged Audiobook,English,available,,,,,,,B074VGJRBM,,,"<p>Penguin presents the audiobook edition of <i>The Chalk Man</i> by C. J. Tudor, read by Andrew Scott and Asa Butterfield. </p> <p>None of us ever agreed on the exact beginning. </p> <p>Was it when we started drawing the chalk figures, or when they started to appear on their own? </p> <p>Was it the terrible accident? </p> <p>Or when they found the first body? </p>","The Taking of Annie Thorne, The Other People, The Burning Girls, A Sliver of Darkness, Waiting for Gonzo, The Family Game, The Midnight Man, The Night of the Sleepover, The Creeper, Hidden Pictures, Daisy Darker, The Shadow Friend, Boys in the Valley, The Heights, The Mistake, I Am Watching You, The Ghost Woods, Gone Girl",https://audible.co.uk/pd/B074VGJRBM?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/pauk/000996/bk_pauk_000996_sample.mp3,https://www.audible.com/webplayer?asin=B074VGJRBM,https://m.media-amazon.com/images/I/417EfjKIoyL._SL500_.jpg,https://www.goodreads.com/search?q=C%20J%20Tudor%20-%20The%20Chalk%20Man,,,
188,"Death of a Nag: Hamish Macbeth, Book 11",Death of a Nag,A Hamish Macbeth Mystery (book 11),11,"After a romantic disappointment and an undeserved demotion, Scots village bobby Hamish Macbeth decides a week's holiday at the coastal village of Skag might be just the ticket....",M. C. Beaton,David Monteath,Modern Detectives,"Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"6h 36m ",Finished,2013-12-03,Hachette Audio UK,,4.7,1,,Unabridged Audiobook,English,available,,,,,,,B00GUS7VV2,,,"<p>After a romantic disappointment and an undeserved demotion, Scots village bobby Hamish Macbeth decides a week's holiday at the coastal village of Skag might be just the ticket. </p> <p>He's dead wrong, of course: the food is dire, and the man in the next room nags his wife so loudly and continuously that more than one person at the Friendly House bed-and-breakfast wishes him dead, though only Hamish is heard threatening him. </p> <p>When this chap's body is found floating in the river Skag, Hamish is the prime suspect. </p>","A Highland Christmas, The Skeleton in the Closet, Agatha Raisin and the Love from Hell, The Scandalous Lady Wright, The First Rebellion, The Miser of Mayfair, Lady Fortescue Steps Out, Cherringham - A Cosy Crime Series Compilation, The Westerby Inheritance, Evans Above, Intimate Kill, A Real Shot in the Arm, Coffin on Murder Street, Beneath the Abbey Wall, Them Bones, The Cornish Wedding Murder, No Medals for the Major, A Pedigree to Die For",https://audible.co.uk/pd/B00GUS7VV2?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/016109/bk_adbl_016109_sample.mp3,https://www.audible.com/webplayer?asin=B00GUS7VV2,https://m.media-amazon.com/images/I/51lNWdmZqvL._SL500_.jpg,https://www.goodreads.com/search?q=M.%20C.%20Beaton%20-%20Death%20of%20a%20Nag,"Hamish Macbeth, Book 11",,
187,"Agatha Raisin and the Fairies of Fryfam: Agatha Raisin, Book 10",Agatha Raisin and the Fairies of Fryfam,Agatha Raisin Mysteries (book 10),10,"Feeling jilted and cross, Agatha follows a fortune-teller's advice and rents a cottage in the pretty village of Fryfam, where she hopes good fortune and true love will come chasing after her for a change....",M. C. Beaton,Penelope Keith,Modern Detectives,"Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"5h 56m ",Finished,2012-07-26,Hachette Audio UK,,4.6,6,,Unabridged Audiobook,English,,,,,,,,B008OZPDVY,,,"<p>Feeling jilted and cross, Agatha follows a fortune-teller's advice and rents a cottage in the pretty village of Fryfam, where she hopes good fortune and true love will come chasing after her for a change. Unfortunately, her romantic notions are soon dispelled by the strange goings-on in the village. What are those strange lights in Agatha's back garden? Who is stealing paintings and pottery? And who murdered the local squire? </p> <p>Agatha's nose for trouble leads her into a maelstrom of jealousy, blackmail and dangerous liaisons - and a murderer who plans to keep irrepressible Agatha permanently in Fryfam - as a resident corpse!</p>","Agatha Raisin and the Love from Hell, Agatha Raisin, A Highland Christmas, The Skeleton in the Closet, The Scandalous Lady Wright, The Marlow Murder Club, A Real Shot in the Arm, Death at the Auction, Mums on the Run, The Mangle Street Murders, Evans Above, Last Bus to Woodstock, No Medals for the Major, The Cornish Wedding Murder, The Murder at the Vicarage, Murder in Tuscany, Cover Her Face, The Girl with the Dragon Tattoo",https://audible.co.uk/pd/B008OZPDVY?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/bbcw/006064/bk_bbcw_006064_sample.mp3,https://www.audible.com/webplayer?asin=B008OZPDVY,https://m.media-amazon.com/images/I/51GsKQ5vjxL._SL500_.jpg,https://www.goodreads.com/search?q=M.%20C.%20Beaton%20-%20Agatha%20Raisin%20and%20the%20Fairies%20of%20Fryfam,"Agatha Raisin, Book 10",,
186,Blood on Satan's Claw: An Audible Original Drama,Blood on Satan's Claw,,,"Seventeenth-century England, and a plough uncovers a grisly skull in the furrows of a farmer's field. Something evil is stirring in the woods....","Mark Morris - adapter, Piers Haggard, Robert Wynne-Simmons","Mark Gatiss, Reece Shearsmith, Thomas Turgoose, Alice Lowe, Ralph Ineson, Rebecca Ryan",Horror,Literature & Fiction > Horror,Literature & Fiction,Horror,"2h 24m ",Finished,2018-01-16,Audible Originals,5,4.2,1,,Performance,English,,,,,,,,B078J7CNCQ,,,"<p><b>Gold Winner for Best Drama Special at the 2018 New York Festivals® International Radio Awards.</b></p> <p>Seventeenth-century England, and a plough uncovers a grisly skull in the furrows of a farmer's field. The skull disappears, but its malefic influence begins to work in insidious ways upon the nearby village of Hexbridge. First, the cows stop milking and the fruit turns rotten on the trees. Then, an insolent ungodliness takes hold of the local children, mysterious fur patches appear on limbs and people start disappearing....&nbsp;</p> <p>Something evil is stirring in the woods. Something that is corrupting the village youth, who retreat to the woodland deeps to play their pernicious games. Hysteria spreads as it becomes clear that the devil has come to Hexbridge, to incarnate himself on earth. Can the villagers, led by the Squire Middleton (Mark Gatiss) and Reverend Fallowfield (Reece Shearsmith), prevent the devil gaining human form?&nbsp;</p> <p>This digital audio exclusive stars Mark Gatiss and Reece Shearsmith, alongside the original film's Angel Blake, Linda Hayden. Gatiss and Shearsmith are both huge fans of the original film, even recording a commentary for the DVD release.&nbsp;</p> <p>An Audible Original drama adapted from the original screenplay by horror writer Mark Morris, <i>Blood on Satan's Claw</i> stars Mark Gatiss (<i>Sherlock</i>, <i>Doctor Who</i>, <i>The League of Gentlemen</i>), Reece Shearsmith (<i>The League of Gentlemen</i>), Alice Lowe (<i>Sightseers</i>, <i>Prevenge</i>), John Heffernan (<i>Ripper Street</i>, <i>Jonathan Strange and Mr Norrell</i>), Ralph Ineson (<i>The Witch</i>, <i>The Office</i>), Thomas Turgoose (<i>This Is England</i>), Rebecca Ryan (<i>Shameless</i>) and Philip Hill-Pearson (<i>Good Cop</i>).&nbsp;</p>","The Ballad of Songbirds and Snakes, The Girl from the Well, 'Salem's Lot, Wishmaster, Once Upon a Time in the North, The Outsider, Needful Things, Funeral Games, Jurassic Park, The Shining, Dracula [Audible Edition], Poirot's Early Cases, Ghost Stories, Volume One, Pet Sematary, The Infirmary: A DCI Ryan Mystery (Multicast Drama), A Christmas Carol, Vampire Hunter D: Volume 1 [Dramatized Adaptation], Ruination",https://audible.co.uk/pd/B078J7CNCQ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/or/orig/000180/or_orig_000180_sample.mp3,https://www.audible.com/webplayer?asin=B078J7CNCQ,https://m.media-amazon.com/images/I/51wGOmgbvQL._SL500_.jpg,https://www.goodreads.com/search?q=Mark%20Morris%20-%20adapter%20-%20Blood%20on%20Satan's%20Claw,An Audible Original Drama,,
185,Astrophysics for People in a Hurry,Astrophysics for People in a Hurry,,,How do we fit within the universe? How does the universe fit within us? There's no better guide through these questions than astrophysicist and best-selling author Neil deGrasse Tyson....,Neil deGrasse Tyson,Neil deGrasse Tyson,"Astronomy, Physics",Science & Engineering > Science,Science & Engineering,Science,"3h 41m ",3h 2m left,2017-05-02,"Blackstone Audio, Inc.",,4.6,3,,Unabridged Audiobook,English,available,,,,,,,B06X9GZ62F,,,"<p><strong>The essential universe, from our most celebrated and beloved astrophysicist.</strong></p> <p>What is the nature of space and time? How do we fit within the universe? How does the universe fit within us? There’s no better guide through these mind-expanding questions than acclaimed astrophysicist and bestselling author Neil deGrasse Tyson.</p> <p>But today, few of us have time to contemplate the cosmos. So Tyson brings the universe down to Earth succinctly and clearly, with sparkling wit, in digestible chapters consumable anytime and anywhere in your busy day.</p> <p>While waiting for your morning coffee to brew, or while waiting for the bus, the train, or the plane to arrive, <em>Astrophysics for People in a Hurry</em> will reveal just what you need to be fluent and ready for the next cosmic headlines: from the Big Bang to black holes, from quarks to quantum mechanics, and from the search for planets to the search for life in the universe.</p>","Starry Messenger, StarTalk, Accessory to War, Letters from an Astrophysicist, The Quantum Universe, A Brief History of Time, Human Universe, Cosmic Queries, The Universe, Pale Blue Dot, The Planets, Brief Answers to the Big Questions, A Short History of Nearly Everything, A Brief Welcome to the Universe, Chandra's Cosmos, Origins, Revised and Updated, Why Does E=MC2 and Why Should We Care, Astrophysics for Young People in a Hurry",https://audible.co.uk/pd/B06X9GZ62F?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/blak/009772/bk_blak_009772_sample.mp3,https://www.audible.com/webplayer?asin=B06X9GZ62F,https://m.media-amazon.com/images/I/61j+AB3GUoL._SL500_.jpg,https://www.goodreads.com/search?q=Neil%20deGrasse%20Tyson%20-%20Astrophysics%20for%20People%20in%20a%20Hurry,,,
184,"Agatha Raisin and the Witch of Wyckhadden: Agatha Raisin, Book 9",Agatha Raisin and the Witch of Wyckhadden,Agatha Raisin Mysteries (book 9),9,Suffering from bald patches thanks to a hair conditioner spiked with depilatory cream - supplied by the murderess in her last investigation....,M. C. Beaton,Penelope Keith,Modern Detectives,"Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"5h 58m ",Finished,2012-07-01,Audible Studios,,4.6,6,,Unabridged Audiobook,English,available,,,,,,,B008DL8ZEG,,,"<p>Suffering from bald patches thanks to a hair conditioner spiked with depilatory cream - supplied by the murderess in her last investigation - Agatha escapes to the coastal resort of Wyckhadden to allow her crowning glory to recover in privacy. A local witch provides her with hair tonic, and Agatha's lost locks begin to grow - but then the witch is found bludgeoned to death. </p> <p>The elderly residents at Agatha's faded hotel seem innocuous enough, if a little odd. But, as she enquires into the murder, she turns up an alarming number of secrets....</p>","Agatha Raisin and the Love from Hell, Agatha Raisin, A Highland Christmas, The Skeleton in the Closet, The Marlow Murder Club, The Cornish Wedding Murder, A Real Shot in the Arm, The Killings at Badger’s Drift, Death at the Auction, The Bookshop Murder, Evans Above, A Village Murder, Ruritanian Rogues: Volumes 1-3, Live Free or Tri, Poison Study, The Dinner Lady Detectives, Killing Floor, Murder in Tuscany",https://audible.co.uk/pd/B008DL8ZEG?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/bbcw/005965/bk_bbcw_005965_sample.mp3,https://www.audible.com/webplayer?asin=B008DL8ZEG,https://m.media-amazon.com/images/I/61z4hsuk0dL._SL500_.jpg,https://www.goodreads.com/search?q=M.%20C.%20Beaton%20-%20Agatha%20Raisin%20and%20the%20Witch%20of%20Wyckhadden,"Agatha Raisin, Book 9",,
183,"Death of a Charming Man: Hamish Macbeth, Book 10",Death of a Charming Man,A Hamish Macbeth Mystery (book 10),10,"Now that Priscilla Halburton-Smythe has agreed to marry him, Police Sergeant Hamish Macbeth can't imagine a more perfect life....",M. C. Beaton,David Monteath,Modern Detectives,"Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"6h 28m ",Finished,2013-04-30,Hachette Audio UK,,4.7,1,,Unabridged Audiobook,English,,,,,,,,B00CJIHUNQ,,,"<p></p> <p>Now that Priscilla Halburton-Smythe has agreed to marry him, Police Sergeant Hamish Macbeth can't imagine a more perfect life. There's not much crime in his remote Scottish village of Lochdubh, nothing much at all to do but fish, drink coffee, and slouch around. And now to spend time with lovely Priscilla. But his days aren't as tranquil as his dreams. For one thing, Priscilla's renovation schemes are driving him out of his cottage. Not to mention her ambitious plans for his career as a policeman away from Lochdubh.&nbsp;</p> <p>This might be a good time to find out why Peter Hynd's arrival in nearby Drim was causing so much trouble. An attractive, unmarried man with an independent income would always attract attention in such a small place. But this time Hynd's arrival seems to have caused bitter rivalry among the women of Drim. Hamish finds their petty fights amusing and a clever excuse to avoid Priscilla and her schemes for a new electric stove (to replace his beloved woodburning appliance), a posh new bathroom, and virtuous nutrition. Amusing, that is, until death threats, physical abuse, and murder make statistical history in one of Scotland's most picture postcard-perfect towns.&nbsp;</p> <p>M. C. Beaton worked as a Fleet Street journalist. She is the author of the Agatha Raisin novels, the Hamish Macbeth series, and an Edwardian murder-mystery series. She divides her time between Paris and the Cotswolds, where she lives in a village very much like Agatha Raisin’s beloved Carsely.&nbsp;</p>","A Highland Christmas, The Skeleton in the Closet, Agatha Raisin and the Love from Hell, The Scandalous Lady Wright, Lady Fortescue Steps Out, The Miser of Mayfair, The First Rebellion, Cherringham - A Cosy Crime Series Compilation, The Bookshop Murder, Evans Above, Murder at the Dolphin Hotel: A Gripping Cozy Historical Mystery, An English Garden Murder",https://audible.co.uk/pd/B00CJIHUNQ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/011906/bk_adbl_011906_sample.mp3,https://www.audible.com/webplayer?asin=B00CJIHUNQ,https://m.media-amazon.com/images/I/51QOvuuNGcL._SL500_.jpg,https://www.goodreads.com/search?q=M.%20C.%20Beaton%20-%20Death%20of%20a%20Charming%20Man,"Hamish Macbeth, Book 10",,
182,"End Game: Will Robie, Book 5",End Game,Will Robie (book 5),5,"Will Robie, highly trained assassin and the US government's most indispensable asset, is called to London. An imminent terrorist attack threatens the Underground....",David Baldacci,"Kyf Brewer, Orlagh Cassidy","Crime Thrillers, Espionage","Mystery, Thriller & Suspense > Thriller & Suspense","Mystery, Thriller & Suspense",Thriller & Suspense,"11h 54m ",Finished,2017-11-16,Macmillan Digital Audio,,4.6,7,,Unabridged Audiobook,English,available,,,,,,,B075LQCZKS,,,"<p><i>End Game</i> is the fifth book in the thrilling Will Robie series, by international number one best-selling author David Baldacci. </p> <p>Will Robie, highly trained assassin and the US government's most indispensable asset, is called to London. An imminent terrorist attack threatens the Underground, and with the US next in line, Robie is the perfect choice to stop it before it begins. </p> <p>He knows he has one chance to succeed. One chance to save London lives. One chance to make it safely home to find out what has happened to fellow agent Jessica Reel following their last deadly mission together. </p> <p>But Robie is about to learn that even if he succeeds, the worst is yet to come. The game has started. Now only he can end it.... </p>","First Family, The Whole Truth, The Camel Club, True Blue, Total Control, The Winner, One Good Deed, Last Man Standing, The Simple Truth, The Edge, Simply Lies, Absolute Power, Saving Faith, Wish You Well, No Rest for the Dead, Bodyguard of Lies, No Mercy, 36",https://audible.co.uk/pd/B075LQCZKS?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/macm/001216/bk_macm_001216_sample.mp3,https://www.audible.com/webplayer?asin=B075LQCZKS,https://m.media-amazon.com/images/I/614bG8Xx4ZL._SL500_.jpg,https://www.goodreads.com/search?q=David%20Baldacci%20-%20End%20Game,"Will Robie, Book 5",,
